file_name,question,human_answer,llm_answer,score
595.txt,"
V jaké výši je možné stanovit přiřážku? Kdo a jak ji stanoví?
","
Přirážka může být maximálně 1 500 Kč a stanovena je dopravcem v přepravních podmínkách."," Přiřážka lze stanovit v rozmezíme od 500 a 1500 Kč. Přiřážka je stanovena dopravcem, v případě, že je při porušení přepravních podmínek stanovena nejvýše.",8
689.txt,"
Jak se vypočítá příspěvek za provozování vozidla?
","
Příspěvek se vypočítá jako součin počtu dní provozu vozidla a částky 34 Kč jakožto denní sazby.", Jak se vypočítá příspěvek za provozování vozidla? Příspěvek za provozování vozidla je žádaný zaplacení částky 1 598 Kč + dale za nákladů spojených s mimosoudním uplatněním práva na příspěvek bez pojištění odpovědnosti z provozu osobního vozidla žalovaným v období od _____ do _____ ve výši žádaných částek 34 Kč za denní sazby.,7
1970.txt,"
Jak soud ve věci postupoval?
","
Soud nejprve vydal platební rozkaz, ale ten se nepodařilo žalované doručit, a tak jej zrušil usnesením. Poté projednal věc bez nařízení jednání, protože se účastníci tohoto práva vzdali. Soud provedl dokazování na základě listin ve spise."," Soud v Kladně vyrožil platební rozkaz, žalobkyni se však nepodařilo doručit do svých ruk. Soud poté projednal bez nařízení jednání a dokazoval listinám založenými ve spise. Dokazování provedl, že účastníci uzavřeli smlouvu a žalovaná nezaplatila pojistné výši [částka].",7
949_2.txt,"
Které právní předpisy soud použil při rozhodování?
","
Soud použil občanský zákoník, energetických zákon a cenové rozhodnutí ERÚ"," Soud při rozhodování o pohledávce za předmětnou smlouvou podlal soud podle ustanovení §§ 497 Špicerovy zákoník, 1746 odst. 2 a ustanovení § 1828 a násl. zák. č. 89/2012 Sb., podle dopadajících ustanovení zák. č. 458/2000 Sb. a podle § 1968 a násl. zák. č. 89/2012 Sb., občanský zákoník.",8
1898.txt,"
Jakými dopravními prostředky cestovala žalovaná?
","
Žalovaná cestovala autobusem MHD a trolejbusem MHD.", Předchůdcem žalované lince veřejné osobní dopravy číslo,0
949.txt,"
Čeho se týkala smlouva mezi žalobkyní a žalovanou?
","
Smlouva se týkala dodávky zemního plynu do odběrného místa."," Pokúšal(a) se o zjištění, zda se měla týkať žalobě o zákazních poplatkách nebo o smlouvě o plynu.",2
807.txt,"
Co je to exponenciální časová složitost?
","
Bohužel není možné odpovědět na základě poskytnutých informací, ty se týkají soudních rozhodnutí.", Větší časová složenost,0
663.txt,"
Které zákony soud použil při svém rozhodování?
","
Soud postupoval podle občanského zákoníku a podle občanského soudního řádu."," § 2758 odst. 1 zákona č. 89/2012 Sb., § 2782 odst. 1 občanského zákoníku, § 1970 odst. 1 o. z., § 142 odst. 1 o s. ř. a § 14b odst. 5 vyhlášky č. 177/1996 Sb.",4
697.txt,"
Jaké číslo má zákon, podle kterého soud postupoval?
","
Číslo zákona je 348/2005 Sb."," Neboť není zde uvedený, určuje se vědecký náčelt soudu.",0
12521.txt,"
Jakou smlouvu spolu strany uzavřely?
","
Strany spolu uzavřely smlouvu o revolvingovém/spotřebitelském úvěru.", Předchozí smlouva se uzavřela o postoupení pohledávek ze zahraniční právnická osoba na zahraniční právnická osoba.,0
450001.txt,"
Kdo nesl ve věci důkazní břemeno?
","
Důkazní břemeno přešlo na žalovanou, protože žalobkyně nemůže prokazovat, že žalovaná něco neučinila.", Žalovaná,0
449857.txt,"
Z jakých důkazů soud vyšel?
","
Zjištěné údaje o vozidle [registrační značka], druhá upomínka o úhradu nedoplatku příspěvku do garančního fondu ze dne 19.8.2020, předžalobní upomínka ze dne 24.11.2020, zjištěné údaje o vozidle [registrační značka], výzva k zaplacení dlužné částky ze dne 29.9.2022, předžalobní upomínka ze dne 29.11.2022, výzva k zaplacení dlužné částky ze dne 3.10.2022 včetně sledování zásilek, upomínka o úhradu nedoplatku ze dne 9.7.2022, výzva k úhradě příspěvku do garančního fondu ze dne 11.3.2022, upomínka o úhradu nedoplatku příspěvku do garančního fondu ze dne 11.2.2021."," Soud dostal dokazů o vozidle, druhá upomínka o úhradu nedoplatku příspěvku do garančního fondu, předžalobní upomínka, zjištěné údaje o vozidle, výzva k zaplacení dlužné částky, předžalobní upomínka ze dne 29.11.2022 a výzva k úhradě příspěvku do garančního fondu ze dne 11.2.2021.",7
895.txt,"
Které měsíce žalovaný poplatek zaplatil?
","
Žalovaný zaplatil za leden až duben 2018.", Žalovaný poplatek zaplatil za měsíc leden 2018 až duben 2018.,10
454305.txt,"
Jakým způsobem se žalovaný bránil proti žalobě?
","
Žalovaný se vůbec nevyjádřil."," Představoval předložený dokaz na sdružených službách dodávky plynu, všeobecnými obchodními podmínkami dodávky plynu, fakturami, předžalobní výzvou a některé další podmínky.",0
449826.txt,"
Kolik toho žalovaná splatila?
","
Žalovaná splatila částku 22.910 Kč, tedy 9 splátek."," Žalovaná uhradila 22.910 Kč, tzn. 9 splátek.",10
454304.txt,"
Kolik požadovala žalobkyně a kolik jí soud přiznal?
","
Soud přiznal žalobkyni částku 129 328,71 Kč se zákonným úrokem z prodlení ve výši 7,75% ročně z částky 105 049,77 Kč. Žalobkyně navíc požadovala zaplacení úroku ve výši 14,2 % ročně z částky 102 232,13 Kč od [datum] do zaplacení a zákonného úroku z prodlení ve výši 7,75 % ročně z částky 10 603,36 Kč od [datum] do zaplacení."," Žalobkyně se požadovala zaplacení úrok ve výši 129 328,71 Kč a soud přiznal jej účastníka výše 102 232,13 Kč.",4
454243.txt,"
Kde je stanovena denní sazbu příspěvku pojištění odpovědnosti při provozu osobního automobilu?
","
Denní sazba je uvedena v ust. § 2 odst. 1 vyhlášky Ministerstva financí č. 205/1999 Sb."," Pokouším si vyjádřit, že text je nečitlivý, ale jeho jeviště je v Česku. Denní sazba příspěvku pojištění odpovědnosti při provozu osobního automobilu je stanovena v žalobě, který je zařízený Ministerstvem finančním.",0
449749.txt,"
V jakém složení soud rozhodl ve věci?
","
Věc posuzovala samosoudkyně."," V soudu se dívá na právo na náhradu nákladů řízení, které se týkají předpisem účinným a platným zákonem a díky tomuto rozsudku byly provedené rozhodnutí o náhradě těchto nákladů.",2
449644.txt,"
Kdo tento soudní spor vyhrál?
","
Vyhrála žalobykně, byť jen částečně (soud část žaloby zamítl)."," NEJDE JSEM JISTĚ, že je to jasný, ale myslím, že byl to vyhnaný žalovaný.",2
449893.txt,"
O jakou neplatnost smlouvy se v tomto případě jednalo?
","
Neplatnost absolutní."," Pokutí se v tomto případě o neplatnost smlouvy v rozporu se zákonem, který se jednání nevyžaduje a který je tím smlouvou neplatný od samého počátku.",8
454226.txt,"
Jak se žalovaný bránil proti žalobě?
","
Žalovaný se nijak nevyjádřil."," Předpokládám, že žalovaný v této výzvě poučení, že pokud se ve stanovené lhůtě nevyjádří, ani soudu nesdělí, tak bude mít soud za to, že nárok, který byl proti němu žalobou uplatněn, uznává a na základě toho soud ve věci rozhodne rozsudkem pro uznání podle § 153a odst. 3 občanského soudního řádu. To znamená, že žalovaný by vypadalo, že se žalobou nepodařilo a žalovaný by vyjádřil, že tvůj poklon vyjádří.",2
449948.txt,"
Jaká úroková sazba byla mezi stranami sjednána?
","
Úroková sazba byla 2,90 % p.a. a 20% p.a. v případě úroku z prodlení."," Úvěr úročen fixní úroková sazbou 2,90 % p.a.",5
449878.txt,"
Na koho se soud v rozhodnutí odvolává?
","
Soud se odvolává na rozhodnutí Soudního dvora EU z roku 2020.", V rozhodnutí odvolává vnitrostátní soudu.,2
449787.txt,"
Jak dlouho jezdil žalovaný bez pojištění odpovědnosti?
","
Žalovaný po 70 dní neměl sjednáno pojištění.", DĚL ŽALOBKY NEBO JEŽÍČKU DOČKADU?,0
449829.txt,"
Odkdy dokdy nebylo vozidlo pojištěno?
","
Od 1. 6. 2021 do 30. 9. 2021 a od 1. 10. do 1. 11. 2021."," Vozidlo nebylo pojištěno od 1. 6. 2021 do 30. 9. 2021 a od 1. 10. 2021 do 1. 11. 2021, částky 7838 Kč and 1,504 Kč respectively.",9
454398.txt,"
Co v tomto případu učinil žalovaný za právní kroky?
","
Žalovaný písemně uznal svůj dluh, ale k žalobě se nevyjádřil."," Žalovaný je schválila právní kroky úhradní žalobky za účelem poskytnout písemnější zásluhou o vzniku nárok na úhradu nákladů za vyšetření, ošetření a následný pobyt na protialkoholní záchytné stanici, a to v částce 2 300 Kč za každý z uvedených případů.",2
454274.txt,"
Podle jakých zákonů soud věc posoudil?
","
Soud věc posoudil podle zákona č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některých zákonů (energetický zákon), ve spojení se zákonem č. 89/2012 Sb., občanský zákoník (dále jen„ OZ“)."," Za účelem zákona č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a zákonem č. 89/2012 Sb., občanský zákoník.",8
449683.txt,"
Jak se neodborně nazývá typ pojištění odpovědnosti, o kterém v případě šlo?
","
Povinné ručení"," Pojištění odpovědnosti není zde uvedený, ale možná by byla tu úroveň osvědčení o zvláštní odpovědnost za nepojištěné náklady řízení s odůvodněním žalované je vlastníkem osobního automobilu.",2
449698.txt,"
Jaký typ pojištění byl mezi stranami uzavřen?
","
Životní pojištění s pojistnou dobou 29 let.", Mezi žalobkyními jako pojistitelem a žalovaným jako pojistníkem bylo uzavřena věnována pojištění.,2
450226.txt,"
Kolik titulů má soudce, který věc řešil?
","
Má 2 tituly: Mgr. a Bc."," Předslužený závěr je povinný, aby se číslově nákladal titulů. Soudce, který věc řešil, má pět titulů.",0
449702.txt,"
Čeho se dopustil žalovaný?
","
Žalovaný se dopustil bezdůvodného obohacení."," Pokouším napsat odpověď, ale přesně nevimím, co vyjádřit.",0
1018.txt,"
Kdo se chtěl rozvést s kým?
","
Návrh podal manžel, avšak manželka se k němu připojila rozvést se tedy chtěli oba dva manželé.", Manželé.,1
744.txt,"
Proč se manželé rozvedli?
","
Důvodem bylo neplnění společenské funkce manželství."," Přesahující účastníci se představovali spokojeně, jako by byli manželství jen po dobu jednoho roku.",0
1925.txt,"
Jak se jmenuje společnost, která poskytla spotřebitelský úvěr?
","
Provident", Provident.,10
449935.txt,"
Podle kterého zákona soud posoudil skutkový stav?
","
Podle zák. č. 168/1999 Sb., o pojištění odpovědnosti z provozu vozidla."," Zákona, kterou si říkáš, je zákon nalezený v žádném závislosti na základě číslo. Výše uvedených ústavních pojednávkovách známek zakonu č. 168/1999 Sb., o pojištění odpovědnosti z provozu vozidla se soud neposoudil, avšak mu zákon není dočkat než pojednává.",2
449892.txt,"
Jakou částku (už) žalovaný žalobkyni uhradil?
","
Žalovaný neuhradil žádnou částku, proto byl žalován.", Předností.,0
449861.txt,"
Jakou smlouvu spolu uzavřeli žalobci a žalovaný?
","
Smlouvu o nájmu nebytových prostor.", Žalobci a žalovaný spolu uzavřeli dohadu o ukončení úřadu žaloby v ulici příjmení Anonym.,0
12502.txt,"
Kolikrát žalovaný použil dopravní prostředek žalobkyně?
","
Žalovený takto cestoval jednou a to tramvají.", Žalovaný využil dopravní prostředek žalobkyně několikrát.,4
449869.txt,"
Proč je žalovaný povinen něco platit žalobci?
","
Protože žalovaný užíval byt žalobce bez právního důvodu a bezdůvodně se tak obohatil."," Žalovaný si vydá peníze žalobce, že by mu plnil cestou, a to například výše normálního měnu. To je také zákonný úrok.",0
450042.txt,"
K jakému soudu je možné podat ve věci odvolání?
","
Ke Krajskému soudu v Brně prostřednictvím Okresního soudu v Jihlavě.", Ke Krajskému soudu v Brně,7
