file_name,question,human_answer,llm_answer,score
454305.txt,"
Jakým způsobem se žalovaný bránil proti žalobě?
","
Žalovaný se vůbec nevyjádřil."," Představoval předložený dokaz na sdružených službách dodávky plynu, všeobecnými obchodními podmínkami dodávky plynu, fakturami, předžalobní výzvou a některé další podmínky.",0.6394224762916565
449826.txt,"
Kolik toho žalovaná splatila?
","
Žalovaná splatila částku 22.910 Kč, tedy 9 splátek."," Žalovaná uhradila 22.910 Kč, tzn. 9 splátek.",0.8926607370376587
454304.txt,"
Kolik požadovala žalobkyně a kolik jí soud přiznal?
","
Soud přiznal žalobkyni částku 129 328,71 Kč se zákonným úrokem z prodlení ve výši 7,75% ročně z částky 105 049,77 Kč. Žalobkyně navíc požadovala zaplacení úroku ve výši 14,2 % ročně z částky 102 232,13 Kč od [datum] do zaplacení a zákonného úroku z prodlení ve výši 7,75 % ročně z částky 10 603,36 Kč od [datum] do zaplacení."," Žalobkyně se požadovala zaplacení úrok ve výši 129 328,71 Kč a soud přiznal jej účastníka výše 102 232,13 Kč.",0.7495341897010803
454243.txt,"
Kde je stanovena denní sazbu příspěvku pojištění odpovědnosti při provozu osobního automobilu?
","
Denní sazba je uvedena v ust. § 2 odst. 1 vyhlášky Ministerstva financí č. 205/1999 Sb."," Pokouším si vyjádřit, že text je nečitlivý, ale jeho jeviště je v Česku. Denní sazba příspěvku pojištění odpovědnosti při provozu osobního automobilu je stanovena v žalobě, který je zařízený Ministerstvem finančním.",0.6456782817840576
449749.txt,"
V jakém složení soud rozhodl ve věci?
","
Věc posuzovala samosoudkyně."," V soudu se dívá na právo na náhradu nákladů řízení, které se týkají předpisem účinným a platným zákonem a díky tomuto rozsudku byly provedené rozhodnutí o náhradě těchto nákladů.",0.636752188205719
449644.txt,"
Kdo tento soudní spor vyhrál?
","
Vyhrála žalobykně, byť jen částečně (soud část žaloby zamítl)."," NEJDE JSEM JISTĚ, že je to jasný, ale myslím, že byl to vyhnaný žalovaný.",0.6474502086639404
449893.txt,"
O jakou neplatnost smlouvy se v tomto případě jednalo?
","
Neplatnost absolutní."," Pokutí se v tomto případě o neplatnost smlouvy v rozporu se zákonem, který se jednání nevyžaduje a který je tím smlouvou neplatný od samého počátku.",0.685692548751831
454226.txt,"
Jak se žalovaný bránil proti žalobě?
","
Žalovaný se nijak nevyjádřil."," Předpokládám, že žalovaný v této výzvě poučení, že pokud se ve stanovené lhůtě nevyjádří, ani soudu nesdělí, tak bude mít soud za to, že nárok, který byl proti němu žalobou uplatněn, uznává a na základě toho soud ve věci rozhodne rozsudkem pro uznání podle § 153a odst. 3 občanského soudního řádu. To znamená, že žalovaný by vypadalo, že se žalobou nepodařilo a žalovaný by vyjádřil, že tvůj poklon vyjádří.",0.6314315795898438
449948.txt,"
Jaká úroková sazba byla mezi stranami sjednána?
","
Úroková sazba byla 2,90 % p.a. a 20% p.a. v případě úroku z prodlení."," Úvěr úročen fixní úroková sazbou 2,90 % p.a.",0.777776837348938
449878.txt,"
Na koho se soud v rozhodnutí odvolává?
","
Soud se odvolává na rozhodnutí Soudního dvora EU z roku 2020.", V rozhodnutí odvolává vnitrostátní soudu.,0.7529280185699463
449787.txt,"
Jak dlouho jezdil žalovaný bez pojištění odpovědnosti?
","
Žalovaný po 70 dní neměl sjednáno pojištění.", DĚL ŽALOBKY NEBO JEŽÍČKU DOČKADU?,0.5287587642669678
449829.txt,"
Odkdy dokdy nebylo vozidlo pojištěno?
","
Od 1. 6. 2021 do 30. 9. 2021 a od 1. 10. do 1. 11. 2021."," Vozidlo nebylo pojištěno od 1. 6. 2021 do 30. 9. 2021 a od 1. 10. 2021 do 1. 11. 2021, částky 7838 Kč and 1,504 Kč respectively.",0.8093001842498779
454398.txt,"
Co v tomto případu učinil žalovaný za právní kroky?
","
Žalovaný písemně uznal svůj dluh, ale k žalobě se nevyjádřil."," Žalovaný je schválila právní kroky úhradní žalobky za účelem poskytnout písemnější zásluhou o vzniku nárok na úhradu nákladů za vyšetření, ošetření a následný pobyt na protialkoholní záchytné stanici, a to v částce 2 300 Kč za každý z uvedených případů.",0.6674917936325073
454274.txt,"
Podle jakých zákonů soud věc posoudil?
","
Soud věc posoudil podle zákona č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některých zákonů (energetický zákon), ve spojení se zákonem č. 89/2012 Sb., občanský zákoník (dále jen„ OZ“)."," Za účelem zákona č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a zákonem č. 89/2012 Sb., občanský zákoník.",0.8615174293518066
449683.txt,"
Jak se neodborně nazývá typ pojištění odpovědnosti, o kterém v případě šlo?
","
Povinné ručení"," Pojištění odpovědnosti není zde uvedený, ale možná by byla tu úroveň osvědčení o zvláštní odpovědnost za nepojištěné náklady řízení s odůvodněním žalované je vlastníkem osobního automobilu.",0.6357517242431641
449698.txt,"
Jaký typ pojištění byl mezi stranami uzavřen?
","
Životní pojištění s pojistnou dobou 29 let.", Mezi žalobkyními jako pojistitelem a žalovaným jako pojistníkem bylo uzavřena věnována pojištění.,0.6709116101264954
450226.txt,"
Kolik titulů má soudce, který věc řešil?
","
Má 2 tituly: Mgr. a Bc."," Předslužený závěr je povinný, aby se číslově nákladal titulů. Soudce, který věc řešil, má pět titulů.",0.5856159925460815
449702.txt,"
Čeho se dopustil žalovaný?
","
Žalovaný se dopustil bezdůvodného obohacení."," Pokouším napsat odpověď, ale přesně nevimím, co vyjádřit.",0.6760606169700623
1018.txt,"
Kdo se chtěl rozvést s kým?
","
Návrh podal manžel, avšak manželka se k němu připojila rozvést se tedy chtěli oba dva manželé.", Manželé.,0.6691277623176575
744.txt,"
Proč se manželé rozvedli?
","
Důvodem bylo neplnění společenské funkce manželství."," Přesahující účastníci se představovali spokojeně, jako by byli manželství jen po dobu jednoho roku.",0.6925462484359741
1925.txt,"
Jak se jmenuje společnost, která poskytla spotřebitelský úvěr?
","
Provident", Provident.,0.904029905796051
449935.txt,"
Podle kterého zákona soud posoudil skutkový stav?
","
Podle zák. č. 168/1999 Sb., o pojištění odpovědnosti z provozu vozidla."," Zákona, kterou si říkáš, je zákon nalezený v žádném závislosti na základě číslo. Výše uvedených ústavních pojednávkovách známek zakonu č. 168/1999 Sb., o pojištění odpovědnosti z provozu vozidla se soud neposoudil, avšak mu zákon není dočkat než pojednává.",0.7460470199584961
449892.txt,"
Jakou částku (už) žalovaný žalobkyni uhradil?
","
Žalovaný neuhradil žádnou částku, proto byl žalován.", Předností.,0.6474425792694092
449861.txt,"
Jakou smlouvu spolu uzavřeli žalobci a žalovaný?
","
Smlouvu o nájmu nebytových prostor.", Žalobci a žalovaný spolu uzavřeli dohadu o ukončení úřadu žaloby v ulici příjmení Anonym.,0.6745981574058533
12502.txt,"
Kolikrát žalovaný použil dopravní prostředek žalobkyně?
","
Žalovený takto cestoval jednou a to tramvají.", Žalovaný využil dopravní prostředek žalobkyně několikrát.,0.7055171132087708
449869.txt,"
Proč je žalovaný povinen něco platit žalobci?
","
Protože žalovaný užíval byt žalobce bez právního důvodu a bezdůvodně se tak obohatil."," Žalovaný si vydá peníze žalobce, že by mu plnil cestou, a to například výše normálního měnu. To je také zákonný úrok.",0.7145087122917175
450042.txt,"
K jakému soudu je možné podat ve věci odvolání?
","
Ke Krajskému soudu v Brně prostřednictvím Okresního soudu v Jihlavě.", Ke Krajskému soudu v Brně,0.8728784918785095
